"URL","Title","DateTime"
"http://www.yahoo.com.sg/","","2019-10-15 16:17:34"
"https://yahoo.com/","","2019-10-15 16:16:20"
"https://www.yahoo.com/","","2019-10-15 16:16:20"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:16:20"
"http://yahoo.com/","","2019-10-15 16:16:19"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:16:15"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 16:16:10"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 16:16:09"
"https://sohu.com/","搜狐","2019-10-15 16:01:50"
"https://www.speedtest.net/","Speedtest by Ookla - The Global Broadband Speed Test","2019-10-15 16:01:10"
"https://speedtest.net/","","2019-10-15 16:01:09"
"https://www.baidu.com/","百度一下，你就知道","2019-10-15 16:00:35"
"https://www.baidu.com/baidu.html?from=noscript","百度一下，你就知道","2019-10-15 16:00:35"
"https://baidu.com/","","2019-10-15 16:00:32"
"https://www.google.com/url?q=https://whynohttps.com/&sa=U&ved=2ahUKEwiauvuB5p3lAhXaX30KHYyBC4UQFjAAegQIBhAB&usg=AOvVaw0HA-oRdR1-L083mLUKQGR5","","2019-10-15 16:00:22"
"https://whynohttps.com/","Why No HTTPS? The World's Largest Websites Not Redirecting Insecure Requests to HTTPS","2019-10-15 16:00:22"
"https://www.google.com/search?client=firefox-b-d&q=website+that+is+not+https","website that is not https - Google Search","2019-10-15 16:00:18"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:00:14"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:00:13"
"http://facebook.com/","","2019-10-15 16:00:11"
"https://facebook.com/","","2019-10-15 16:00:11"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:00:05"
"https://yahoo.com/","","2019-10-15 16:00:04"
"https://www.yahoo.com/","","2019-10-15 16:00:04"
"http://yahoo.com/","","2019-10-15 16:00:02"
